07:41:16.655741  [WARNING ][init_cfg]warning:missed section:server_8
07:41:16.707348  [WARNING ][init_cfg]warning:missed section:server_9
07:41:16.707391  [WARNING ][init_cfg]warning:missed section:server_10
07:41:16.707414  [WARNING ][init_cfg]warning:missed section:server_11
07:41:16.707434  [WARNING ][init_cfg]warning:missed section:server_12
07:41:16.707453  [WARNING ][init_cfg]warning:missed section:server_13
07:41:16.707472  [WARNING ][init_cfg]warning:missed section:server_14
07:41:16.707491  [WARNING ][init_cfg]warning:missed section:server_15
07:41:16.707510  [WARNING ][init_cfg]warning:missed section:server_16
07:41:16.707529  [WARNING ][init_cfg]warning:missed section:server_17
07:41:16.707549  [WARNING ][init_cfg]warning:missed section:server_18
07:41:16.707567  [WARNING ][init_cfg]warning:missed section:server_19
07:41:16.707587  [WARNING ][init_cfg]warning:missed section:server_20
07:41:16.707606  [WARNING ][init_cfg]warning:missed section:server_21
07:41:16.707625  [WARNING ][init_cfg]warning:missed section:server_22
07:41:16.707644  [WARNING ][init_cfg]warning:missed section:server_23
07:41:16.707663  [WARNING ][init_cfg]warning:missed section:server_24
07:41:16.707682  [WARNING ][init_cfg]warning:missed section:server_25
07:41:16.707701  [WARNING ][init_cfg]warning:missed section:server_26
07:41:16.707720  [WARNING ][init_cfg]warning:missed section:server_27
07:41:16.707739  [WARNING ][init_cfg]warning:missed section:server_28
07:41:16.707758  [WARNING ][init_cfg]warning:missed section:server_29
07:44:14.270561  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
07:44:14.326670  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=e5345be74ec870a6cb29c8cdb9142546
07:44:14.326792  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
07:44:14.326891  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
07:44:14.326915  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
07:44:14.514713  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
07:44:14.514850  [INFO    ][on_fd_closed]fd=18
07:44:14.514877  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
07:44:14.514895  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50521
07:44:14.612834  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
07:44:14.612926  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
07:46:03.435194  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
07:46:03.435250  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
07:49:38.323639  [INFO    ][new_connection]connected from 192.168.1.22:50574, assigned socket is:18
07:49:38.323755  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.22
07:49:38.323782  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.22
07:49:38.323800  [DEBUG   ][CEpollServer::addFdAndMb]fd=18;fd_type=3;addr=192.168.1.22;port=50574;authz=15
07:49:38.405468  [DEBUG   ][CWorldLogin::_AccountLoginImpl]--------------_AccountLoginImpl------
07:49:38.405558  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl---p->size()=7
07:49:38.405576  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl;p1=H%0;p2=;0;p3=B0
07:49:38.405596  [INFO    ][CWorldLogin::account_login]----------------- client attempt to login;account=111111@test;passwd=111111@test;fd=18
07:49:38.405624  [INFO    ][CWorldLogin::account_login]-------------- MSGID_DBMGR_SELECT_ACCOUNT----;pszAccount=111111@test; pszPasswd=111111@test; nFd=18
07:49:38.405643  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_LOGIN--------- nRet=0
07:49:38.456749  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 1 ------
07:49:38.456917  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 2 ------
07:49:38.456930  [INFO    ][CWorldLogin::select_account_callback]----------- account=111111@test;fd=18;ret=1
07:49:38.456942  [INFO    ][CWorldLogin::select_account_callback]----------------- MAILBOX_CLIENT_AUTHZ ------
07:49:38.456955  [INFO    ][CWorldLogin::select_account_callback]----------------- ENUM_LOGIN_SUCCESS ------
07:49:38.456968  [INFO    ][CWorldLogin::select_account_callback]----------------- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 1 ------
07:49:38.456980  [INFO    ][CWorldLogin::select_account_callback]-------dbmgr ----- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 2 ------
07:49:38.456987  [DEBUG   ][CWorldLogin::SelectAccountCallback]u.GenLen()=9
07:49:38.456995  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
07:49:38.510014  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=28e1dae37ea1e2f01cd9c3955ee2e5be
07:49:38.510062  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
07:49:38.510085  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
07:49:38.510100  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------NotifyClientToAttach------- nRet=0
07:49:38.746610  [WARNING ][handle_message_err]failed, 104,'Connection reset by peer'
07:49:38.746729  [INFO    ][on_fd_closed]fd=18
07:49:38.746763  [INFO    ][CWorldLogin::OnFdClosed]fd=18;account=111111@test
07:49:38.746785  [DEBUG   ][CEpollServer::removeFd]fd=18;fd_type=3;addr=192.168.1.22;port=50574
07:49:38.808097  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=0;modifyCount=1;m_onlineCount=1
07:49:38.808202  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
07:55:37.544538  [DEBUG   ][CWorldLogin::ModifyOnlineCount]flag=1;modifyCount=1;m_onlineCount=0
07:55:37.544592  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_ONLINE_COUNT------- nRet=0
08:19:10.575108  [WARNING ][init_cfg]warning:missed section:server_8
08:19:10.602706  [WARNING ][init_cfg]warning:missed section:server_9
08:19:10.602800  [WARNING ][init_cfg]warning:missed section:server_10
08:19:10.602843  [WARNING ][init_cfg]warning:missed section:server_11
08:19:10.602871  [WARNING ][init_cfg]warning:missed section:server_12
08:19:10.602905  [WARNING ][init_cfg]warning:missed section:server_13
08:19:10.602927  [WARNING ][init_cfg]warning:missed section:server_14
08:19:10.602950  [WARNING ][init_cfg]warning:missed section:server_15
08:19:10.602972  [WARNING ][init_cfg]warning:missed section:server_16
08:19:10.602995  [WARNING ][init_cfg]warning:missed section:server_17
08:19:10.603017  [WARNING ][init_cfg]warning:missed section:server_18
08:19:10.603039  [WARNING ][init_cfg]warning:missed section:server_19
08:19:10.603062  [WARNING ][init_cfg]warning:missed section:server_20
08:19:10.603084  [WARNING ][init_cfg]warning:missed section:server_21
08:19:10.603106  [WARNING ][init_cfg]warning:missed section:server_22
08:19:10.603128  [WARNING ][init_cfg]warning:missed section:server_23
08:19:10.603151  [WARNING ][init_cfg]warning:missed section:server_24
08:19:10.603173  [WARNING ][init_cfg]warning:missed section:server_25
08:19:10.603195  [WARNING ][init_cfg]warning:missed section:server_26
08:19:10.603217  [WARNING ][init_cfg]warning:missed section:server_27
08:19:10.603240  [WARNING ][init_cfg]warning:missed section:server_28
08:19:10.603262  [WARNING ][init_cfg]warning:missed section:server_29
08:19:10.603944  [DEBUG   ][CDefParser::init]==========
08:19:10.701606  [DEBUG   ][CDefParser::init]m_EntityDefMd5 = e5a2d6e9b88cff1622d5b58a25f71496
08:19:10.701776  [INFO    ][world::initNextEntityId]init_id=16777216
08:19:10.702079  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=
08:19:10.702135  [DEBUG   ][CEpollServer::addFdAndMb]fd=4;fd_type=1;addr=;port=8001;authz=0
08:19:10.702232  [DEBUG   ][start_server]:8001,success.
08:19:10.702500  [DEBUG   ][CEpollServer::addFdAndMb]fd=6;fd_type=2;addr=192.168.1.102;port=8002;authz=0
08:19:10.702516  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8002
08:19:10.702561  [DEBUG   ][CEpollServer::addFdAndMb]fd=7;fd_type=2;addr=192.168.1.102;port=8003;authz=0
08:19:10.702578  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8003
08:19:10.702706  [DEBUG   ][CEpollServer::addFdAndMb]fd=8;fd_type=2;addr=192.168.1.102;port=8004;authz=0
08:19:10.702721  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8004
08:19:10.702802  [DEBUG   ][CEpollServer::addFdAndMb]fd=9;fd_type=2;addr=192.168.1.102;port=8005;authz=0
08:19:10.702824  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8005
08:19:10.702863  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:19:10.702877  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8006
08:19:10.702941  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:19:10.702960  [DEBUG   ][try_to_connect_mailbox]server=192.168.1.102;port=8007
08:19:10.702978  [INFO    ][connected_2_mb]mb fd = 6 connected severName = 192.168.1.102, port = 8002,
08:19:10.702998  [INFO    ][connect_2_mb]connect 192.168.1.102:8003 error:111,Connection refused
08:19:10.703007  [DEBUG   ][CEpollServer::removeFd]fd=7;fd_type=2;addr=192.168.1.102;port=8003
08:19:10.703020  [INFO    ][connected_2_mb]mb fd = 8 connected severName = 192.168.1.102, port = 8004,
08:19:10.703029  [INFO    ][connected_2_mb]mb fd = 9 connected severName = 192.168.1.102, port = 8005,
08:19:10.703037  [INFO    ][connect_2_mb]connect 192.168.1.102:8006 error:111,Connection refused
08:19:10.703045  [DEBUG   ][CEpollServer::removeFd]fd=10;fd_type=2;addr=192.168.1.102;port=8006
08:19:10.703057  [INFO    ][connect_2_mb]connect 192.168.1.102:8007 error:111,Connection refused
08:19:10.703065  [DEBUG   ][CEpollServer::removeFd]fd=11;fd_type=2;addr=192.168.1.102;port=8007
08:19:10.721423  [INFO    ][new_connection]connected from 192.168.1.102:34714, assigned socket is:12
08:19:10.721463  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:10.721476  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:10.721487  [DEBUG   ][CEpollServer::addFdAndMb]fd=12;fd_type=3;addr=192.168.1.102;port=34714;authz=15
08:19:13.926892  [INFO    ][new_connection]connected from 192.168.1.102:34727, assigned socket is:13
08:19:13.926935  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:13.926948  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:13.926959  [DEBUG   ][CEpollServer::addFdAndMb]fd=13;fd_type=3;addr=192.168.1.102;port=34727;authz=15
08:19:14.531266  [INFO    ][new_connection]connected from 192.168.1.102:34733, assigned socket is:14
08:19:14.531363  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:14.531393  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:14.531419  [DEBUG   ][CEpollServer::addFdAndMb]fd=14;fd_type=3;addr=192.168.1.102;port=34733;authz=15
08:19:15.075908  [DEBUG   ][CEpollServer::addFdAndMb]fd=11;fd_type=2;addr=192.168.1.102;port=8007;authz=0
08:19:15.076212  [DEBUG   ][CEpollServer::addFdAndMb]fd=10;fd_type=2;addr=192.168.1.102;port=8006;authz=0
08:19:15.076350  [DEBUG   ][CEpollServer::addFdAndMb]fd=7;fd_type=2;addr=192.168.1.102;port=8003;authz=0
08:19:15.076396  [INFO    ][connected_2_mb]mb fd = 11 connected severName = 192.168.1.102, port = 8007,
08:19:15.076420  [INFO    ][connected_2_mb]mb fd = 10 connected severName = 192.168.1.102, port = 8006,
08:19:15.076440  [INFO    ][connected_2_mb]mb fd = 7 connected severName = 192.168.1.102, port = 8003,
08:19:15.090327  [INFO    ][new_connection]connected from 192.168.1.102:34745, assigned socket is:15
08:19:15.090392  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:15.090420  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:15.090632  [DEBUG   ][CEpollServer::addFdAndMb]fd=15;fd_type=3;addr=192.168.1.102;port=34745;authz=15
08:19:15.114000  [INFO    ][new_connection]connected from 192.168.1.102:34752, assigned socket is:16
08:19:15.114078  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:15.114107  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:15.114133  [DEBUG   ][CEpollServer::addFdAndMb]fd=16;fd_type=3;addr=192.168.1.102;port=34752;authz=15
08:19:16.366724  [INFO    ][new_connection]connected from 192.168.1.102:34758, assigned socket is:17
08:19:16.366751  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.102
08:19:16.366763  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.102
08:19:16.366774  [DEBUG   ][CEpollServer::addFdAndMb]fd=17;fd_type=3;addr=192.168.1.102;port=34758;authz=15
08:19:19.155899  [INFO    ][CWorldLogin::ModifyLoginFlag]input=1;flag=1
08:19:19.155939  [DEBUG   ][CWorldLogin::FromRpcCall]-------------------MSGID_LOGINAPP_MODIFY_LOGIN_FLAG------- nRet=0
08:19:29.942066  [INFO    ][new_connection]connected from 192.168.1.22:50681, assigned socket is:18
08:19:29.942179  [DEBUG   ][CEpollServer::AddFdAndMb]serverName=192.168.1.22
08:19:29.942198  [DEBUG   ][CEpollServer::AddFdAndMb]client_trusted, serverName=192.168.1.22
08:19:29.942214  [DEBUG   ][CEpollServer::addFdAndMb]fd=18;fd_type=3;addr=192.168.1.22;port=50681;authz=15
08:19:30.032184  [DEBUG   ][CWorldLogin::_AccountLoginImpl]--------------_AccountLoginImpl------
08:19:30.032381  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl---p->size()=7
08:19:30.032688  [DEBUG   ][CWorldLogin::_AccountLoginImpl]-----------_AccountLoginImpl;p1=Ö;p2=»∆Ñ;p3=Ëà
08:19:30.032848  [INFO    ][CWorldLogin::account_login]----------------- client attempt to login;account=111111@test;passwd=111111@test;fd=18
08:19:30.032926  [INFO    ][CWorldLogin::account_login]-------------- MSGID_DBMGR_SELECT_ACCOUNT----;pszAccount=111111@test; pszPasswd=111111@test; nFd=18
08:19:30.033032  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_LOGIN--------- nRet=0
08:19:30.085158  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 1 ------
08:19:30.085263  [INFO    ][CWorldLogin::select_account_callback]----------------- SelectAccountCallback 2 ------
08:19:30.085369  [INFO    ][CWorldLogin::select_account_callback]----------- account=111111@test;fd=18;ret=1
08:19:30.085419  [INFO    ][CWorldLogin::select_account_callback]----------------- MAILBOX_CLIENT_AUTHZ ------
08:19:30.085449  [INFO    ][CWorldLogin::select_account_callback]----------------- ENUM_LOGIN_SUCCESS ------
08:19:30.085467  [INFO    ][CWorldLogin::select_account_callback]----------------- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 1 ------
08:19:30.085490  [INFO    ][CWorldLogin::select_account_callback]-------dbmgr ----- MSGID_BASEAPPMGR_CREATEBASE_FROM_NAME_ANYWHERE 2 ------
08:19:30.085508  [DEBUG   ][CWorldLogin::SelectAccountCallback]u.GenLen()=9
08:19:30.085527  [DEBUG   ][CWorldLogin::FromRpcCall]-----------------MSGID_LOGINAPP_SELECT_ACCOUNT_CALLBACK--------- nRet=0
08:19:30.140408  [DEBUG   ][NotifyClientToAttach]------------- NotifyClientToAttach ------------ pszAccount=111111@test;baseapp_id=6;pszKey=e131ded2cac11c7843cd235091644700
08:19:30.140517  [DEBUG   ][NotifyClientToAttach]account=111111@test;fd=18
08:19:30.140759  [DEBUG   ][NotifyClientToAttach]----------------NotifyClientToAttach-------- MSGID_CLIENT_NOTIFY_ATTACH_BASEAPP=2; GetServerName=192.168.1.102; GetServerPort=8006; baseapp_id=6
